"Idade","Local de trabalho","Pontuação teste","Departmento","Distancia casa-trabalho","Educacao","Area","Possui carro","Subordinado","Satisfação com o ambiente no emprego atual","Genero","Horas voluntariado","Envolvimento com trabalho","Posicao","Cargo","Satisfação com emprego","Estado civil","Renda","Bonus de performance","Quantidade de empresas que trabalho","Maior de idade","Necessita de hora extra","Aumento de salario%","Performance na entrevista","Satisfação com a relação","Horas de trabalho padrão","Beneficios","Anos de experiencia","Horas de treinamento ultimo ano","Estilo de vida","Anos na última empresa","Anos na posição atual","Anos desde última promoção","Anos com a mesma gerência","Contratar","Partition","$XGT-Contratar","$XGTC-Contratar"
"28","Misto","1300","Engenharia","17","Superior incompleto","Medicina","1","536","3","M","79","3","2","Tecnico","1","Divorciado","4558","13535","1","1","Não","12","3","4","80","1","10","2","3","10","0","1","8","Não","2_Testing","Não","0.604733"
"52","Misto","319","Engenharia","3","Superior completo","Medicina","1","543","4","M","39","2","3","Supervisor","3","Casado","7969","19609","2","1","Sim","14","3","3","80","0","28","4","3","5","4","0","4","Não","2_Testing","Sim","0.626816"
"45","Misto","192","Engenharia","10","Superior incompleto","Ciências das natureza","1","544","1","M","69","3","1","Engenheiro","4","Casado","2654","9655","3","1","Não","21","4","4","80","2","8","3","2","2","2","0","2","Não","1_Training","Não","0.637404"
"52","Cliente","1490","Engenharia","4","Superior incompleto","Ciências das natureza","1","546","4","F","30","3","4","Gerente","4","Casado","16555","10310","2","1","Não","13","3","4","80","0","31","2","1","5","2","1","4","Não","1_Training","Não","0.758418"
"42","Misto","532","Engenharia","29","Superior incompleto","Ciências das natureza","1","547","1","F","92","3","2","Engenheiro","3","Divorciado","4556","12932","2","1","Não","11","3","2","80","1","19","3","3","5","4","0","2","Não","1_Training","Não","0.735553"
"30","Misto","317","Engenharia","2","Superior completo","Ciências das natureza","1","548","3","F","43","1","2","Supervisor","4","Solteiro","6091","24793","2","1","Não","20","4","3","80","0","11","2","3","5","4","0","2","Não","2_Testing","Não","0.734595"
"60","Misto","422","Engenharia","7","Superior completo","Ciências das natureza","1","549","1","F","41","3","5","Gerente","1","Casado","19566","3854","5","1","Não","11","3","4","80","0","33","5","1","29","8","11","10","Não","1_Training","Não","0.636246"
"46","Cliente","1485","Engenharia","18","Superior completo","Medicina","1","550","3","F","87","3","2","Supervisor","3","Divorciado","4810","26314","2","1","Não","14","3","3","80","1","19","5","2","10","7","0","8","Não","1_Training","Não","0.875996"
"42","Cliente","1368","Engenharia","28","Superior incompleto - cursando","Faculdade Técnica","1","551","4","F","88","2","2","Analista","4","Casado","4523","4386","0","1","Não","11","3","4","80","3","7","4","4","6","5","0","4","Não","1_Training","Não","0.684001"
"38","Misto","1490","Engenharia","2","Superior incompleto","Ciências das natureza","1","556","4","M","42","3","1","Tecnico","4","Casado","1702","12106","1","1","Sim","23","4","3","80","1","1","3","3","1","0","0","0","Não","1_Training","Sim","0.647214"
"40","Misto","1398","Vendas","2","Superior incompleto - cursando","Ciências das natureza","1","558","3","F","79","3","5","Gerente","3","Casado","18041","13022","0","1","Não","14","3","4","80","0","21","2","3","20","15","1","12","Não","1_Training","Não","0.867318"
"26","Escritório","1349","Engenharia","23","Superior completo","Ciências das natureza","1","560","1","F","90","3","1","Engenheiro","4","Divorciado","2886","3032","1","1","Não","22","4","2","80","2","3","3","1","3","2","0","2","Não","2_Testing","Sim","0.50373"
"30","Misto","1400","Engenharia","3","Superior completo","Ciências das natureza","1","562","3","M","53","3","1","Tecnico","4","Casado","2097","16734","4","1","Não","15","3","3","80","1","9","3","1","5","3","1","4","Não","1_Training","Não","0.562107"
"29","Escritório","986","Engenharia","3","Superior incompleto - cursando","Medicina","1","564","2","M","93","2","3","Diretor","3","Casado","11935","21526","1","1","Não","18","3","3","80","0","10","2","3","10","2","0","7","Não","2_Testing","Não","0.812634"
"30","Misto","1398","Vendas","22","Superior incompleto - cursando","Outros","1","567","3","F","69","3","3","Vendedo senior","1","Casado","8412","2890","0","1","Não","11","3","3","80","0","10","3","3","9","8","7","8","Não","2_Testing","Sim","0.682519"
"57","Misto","210","Vendas","29","Superior completo","Marketing","1","568","1","M","56","2","4","Gerente","4","Divorciado","14118","22102","3","1","Não","12","3","3","80","1","32","3","2","1","0","0","0","Não","2_Testing","Sim","0.533412"
"50","Escritório","1099","Engenharia","29","Superior incompleto - cursando","Ciências das natureza","1","569","2","M","88","2","4","Gerente","3","Casado","17046","9314","0","1","Não","15","3","2","80","1","28","2","3","27","10","15","7","Não","1_Training","Não","0.925928"
"30","Cliente","1116","Engenharia","2","Superior completo","Medicina","1","571","3","F","49","3","1","Tecnico","4","Solteiro","2564","7181","0","1","Não","14","3","3","80","0","12","2","2","11","7","6","7","Não","2_Testing","Sim","0.554634"
"60","Misto","1499","Vendas","28","Superior completo","Marketing","1","573","3","F","80","2","3","Vendedo senior","1","Casado","10266","2845","4","1","Não","19","3","4","80","0","22","5","4","18","13","13","11","Não","1_Training","Não","0.780502"
"47","Misto","983","Engenharia","2","Superior incompleto","Medicina","1","574","1","F","65","3","2","Supervisor","4","Divorciado","5070","7389","5","1","Não","13","3","3","80","3","20","2","3","5","0","0","4","Não","2_Testing","Não","0.765804"
"46","Misto","1009","Engenharia","2","Superior completo","Ciências das natureza","1","575","1","M","51","3","4","Diretor","3","Casado","17861","2288","6","1","Não","13","3","3","80","0","26","2","1","3","2","0","1","Não","1_Training","Não","0.882242"
"35","Misto","144","Engenharia","22","Superior completo","Ciências das natureza","1","577","4","M","46","1","1","Tecnico","3","Solteiro","4230","19225","0","1","Não","15","3","3","80","0","6","2","3","5","4","4","3","Não","2_Testing","Sim","0.564579"
"54","Misto","548","Engenharia","8","Superior incompleto - cursando","Ciências das natureza","1","578","3","F","42","3","2","Tecnico","3","Solteiro","3780","23428","7","1","Não","11","3","3","80","0","19","3","3","1","0","0","0","Não","2_Testing","Sim","0.655151"
"34","Misto","1303","Engenharia","2","Superior incompleto - cursando","Ciências das natureza","1","579","4","M","62","2","1","Engenheiro","3","Divorciado","2768","8416","3","1","Não","12","3","3","80","1","14","3","3","7","3","5","7","Não","2_Testing","Não","0.753795"
"46","Misto","1125","Vendas","10","Superior completo","Marketing","1","580","3","F","94","2","3","Vendedo senior","4","Casado","9071","11563","2","1","Sim","19","3","3","80","1","15","3","3","3","2","1","2","Não","1_Training","Sim","0.649413"
"31","Misto","1274","Engenharia","9","Médio completo","Ciências das natureza","1","581","3","M","33","3","3","Supervisor","2","Divorciado","10648","14394","1","1","Não","25","4","4","80","1","13","6","4","13","8","0","8","Não","1_Training","Não","0.893148"
"30","Misto","413","Vendas","7","Médio completo","Marketing","1","585","4","M","57","3","1","Vendedor junior","2","Solteiro","2983","18398","0","1","Não","14","3","1","80","0","4","3","3","3","2","1","2","Não","2_Testing","Sim","0.850073"
"35","Cliente","1276","Engenharia","16","Superior completo","Ciências das natureza","1","586","4","M","72","3","3","Analista","3","Casado","7632","14295","4","1","Sim","12","3","3","80","0","10","2","3","8","7","0","0","Não","1_Training","Sim","0.808349"
"42","Escritório","1474","Engenharia","5","Superior incompleto","Outros","1","591","2","M","97","3","1","Tecnico","3","Casado","2093","9260","4","1","Não","17","3","4","80","1","8","4","3","2","2","2","0","Não","1_Training","Não","0.578684"
"36","Misto","635","Vendas","10","Superior incompleto - cursando","Medicina","1","592","2","M","32","3","3","Vendedo senior","4","Solteiro","9980","15318","1","1","Não","14","3","4","80","0","10","3","2","10","3","9","7","Não","1_Training","Sim","0.583633"
"48","Misto","163","Vendas","2","Pós-gradução","Marketing","1","595","2","F","37","3","2","Vendedo senior","4","Casado","4051","19658","2","1","Não","14","3","1","80","1","14","2","3","9","7","6","7","Não","1_Training","Não","0.849986"
"55","Escritório","1117","Vendas","18","Pós-gradução","Ciências das natureza","1","597","1","F","83","3","4","Gerente","2","Solteiro","16835","9873","3","1","Não","23","4","4","80","0","37","2","3","10","9","7","7","Não","2_Testing","Não","0.617974"
"41","Misto","267","Vendas","10","Superior incompleto","Ciências das natureza","1","599","4","M","56","3","2","Vendedo senior","4","Solteiro","6230","13430","7","1","Não","14","3","4","80","0","16","3","3","14","3","1","10","Não","1_Training","Sim","0.522471"
"35","Misto","619","Vendas","1","Superior completo","Marketing","1","600","2","M","85","3","2","Vendedo senior","3","Casado","4717","18659","9","1","Não","11","3","3","80","0","15","2","3","11","9","6","9","Não","2_Testing","Não","0.562451"
"40","Cliente","302","Engenharia","6","Superior completo","Ciências das natureza","1","601","2","F","75","3","4","Supervisor","3","Solteiro","13237","20364","7","1","Não","15","3","3","80","0","22","3","3","20","6","5","13","Não","1_Training","Não","0.753965"
"39","Misto","443","Engenharia","8","Médio completo","Ciências das natureza","1","602","3","F","48","3","1","Tecnico","3","Casado","3755","17872","1","1","Não","11","3","1","80","1","8","3","3","8","3","0","7","Não","2_Testing","Não","0.68863"
"31","Misto","828","Vendas","2","Médio completo","Ciências das natureza","1","604","2","M","77","3","2","Vendedo senior","4","Solteiro","6582","8346","4","1","Sim","13","3","3","80","0","10","2","4","6","5","0","5","Não","1_Training","Sim","0.651953"
"42","Misto","319","Engenharia","24","Superior completo","Medicina","1","605","4","M","56","3","3","Supervisor","1","Casado","7406","6950","1","1","Sim","21","4","4","80","1","10","5","2","10","9","5","8","Não","1_Training","Não","0.687474"
"45","Misto","561","Vendas","2","Superior completo","Outros","1","606","4","M","61","3","2","Vendedo senior","2","Casado","4805","16177","0","1","Não","19","3","2","80","1","9","3","4","8","7","3","7","Não","1_Training","Não","0.853745"
"29","Misto","232","Engenharia","19","Superior completo","Faculdade Técnica","1","611","4","M","34","3","2","Supervisor","4","Divorciado","4262","22645","4","1","Não","12","3","2","80","2","8","2","4","3","2","1","2","Não","1_Training","Não","0.54583"
"33","Misto","922","Engenharia","1","Pós-gradução","Medicina","1","612","1","F","95","4","4","Diretor","3","Divorciado","16184","22578","4","1","Não","19","3","3","80","1","10","2","3","6","1","0","5","Não","1_Training","Não","0.948314"
"31","Escritório","688","Vendas","7","Superior completo","Ciências das natureza","1","613","3","M","44","2","3","Gerente","4","Divorciado","11557","25291","9","1","Não","21","4","3","80","1","10","3","2","5","4","0","1","Não","1_Training","Não","0.835998"
"40","Escritório","1094","Vendas","28","Superior completo","Outros","1","615","3","M","58","1","3","Vendedo senior","1","Divorciado","10932","11373","3","1","Não","15","3","3","80","1","20","2","3","1","0","0","1","Não","2_Testing","Sim","0.517161"
"41","Misto","509","Engenharia","2","Superior incompleto - cursando","Outros","1","616","1","F","62","2","2","Analista","3","Solteiro","6811","2112","2","1","Sim","17","3","1","80","0","10","3","3","8","7","0","7","Não","2_Testing","Não","0.530476"
"26","Misto","775","Vendas","29","Superior incompleto","Medicina","1","618","1","M","45","3","2","Vendedo senior","3","Divorciado","4306","4267","5","1","Não","12","3","1","80","2","8","5","3","0","0","0","0","Não","2_Testing","Sim","0.731528"
"35","Misto","195","Vendas","1","Superior completo","Medicina","1","620","1","F","80","3","2","Vendedo senior","3","Solteiro","4859","6698","1","1","Não","16","3","4","80","0","5","3","3","5","4","0","3","Não","1_Training","Não","0.594992"
"34","Misto","258","Vendas","21","Superior incompleto - cursando","Ciências das natureza","1","621","4","M","74","4","2","Vendedo senior","4","Solteiro","5337","19921","1","1","Não","12","3","4","80","0","10","3","3","10","7","5","7","Não","1_Training","Não","0.664756"
"37","Cliente","799","Engenharia","1","Superior completo","Faculdade Técnica","1","623","2","F","59","3","3","Supervisor","4","Solteiro","7491","23848","4","1","Não","17","3","4","80","0","12","3","4","6","5","1","2","Não","1_Training","Não","0.674411"
"46","Misto","1034","Engenharia","18","Médio completo","Medicina","1","624","1","F","86","3","3","Analista","3","Casado","10527","8984","5","1","Não","11","3","4","80","0","28","3","2","2","2","1","2","Não","2_Testing","Sim","0.668477"
"41","Escritório","1276","Vendas","2","Pós-gradução","Ciências das natureza","1","625","2","F","91","3","4","Gerente","1","Casado","16595","5626","7","1","Não","16","3","2","80","1","22","2","3","18","16","11","8","Não","1_Training","Não","0.907673"
"37","Misto","142","Vendas","9","Superior incompleto - cursando","Medicina","1","626","1","M","69","3","3","Vendedo senior","2","Divorciado","8834","24666","1","1","Não","13","3","4","80","1","9","6","3","9","5","7","7","Não","1_Training","Não","0.607788"
"52","Cliente","956","Engenharia","6","Superior incompleto","Faculdade Técnica","1","630","4","M","78","3","2","Engenheiro","1","Divorciado","5577","22087","3","1","Sim","12","3","2","80","2","18","3","3","10","9","6","9","Não","1_Training","Sim","0.616624"
"24","Misto","535","Vendas","24","Superior completo","Medicina","1","632","4","M","38","3","1","Vendedor junior","4","Casado","2400","5530","0","1","Não","13","3","3","80","2","3","3","3","2","2","2","1","Não","1_Training","Sim","0.745299"
"38","Misto","1495","Engenharia","10","Superior completo","Medicina","1","634","3","F","76","3","2","Analista","3","Casado","9824","22174","3","1","Não","19","3","3","80","1","18","4","3","1","0","0","0","Não","1_Training","Não","0.833412"
"37","Misto","446","Engenharia","1","Superior incompleto - cursando","Ciências das natureza","1","635","2","F","65","3","2","Supervisor","2","Casado","6447","15701","6","1","Não","12","3","2","80","1","8","2","2","6","5","4","3","Não","1_Training","Não","0.915915"
"49","Misto","1245","Engenharia","18","Superior incompleto - cursando","Ciências das natureza","1","638","4","M","58","2","5","Diretor","3","Divorciado","19502","2125","1","1","Sim","17","3","3","80","1","31","5","3","31","9","0","9","Não","1_Training","Não","0.910682"
"24","Misto","691","Engenharia","23","Superior completo","Medicina","1","639","2","M","89","4","1","Engenheiro","4","Casado","2725","21630","1","1","Sim","11","3","2","80","2","6","3","3","6","5","1","4","Não","2_Testing","Sim","0.601494"
"26","Misto","703","Vendas","28","Superior incompleto","Marketing","1","641","1","M","66","3","2","Vendedo senior","2","Casado","6272","7428","1","1","Não","20","4","4","80","2","6","5","4","5","3","1","4","Não","2_Testing","Não","0.539541"
"24","Cliente","823","Engenharia","17","Superior incompleto","Outros","1","643","4","M","94","2","1","Tecnico","2","Casado","2127","9100","1","1","Não","21","4","4","80","1","1","2","3","1","0","0","0","Não","1_Training","Sim","0.752917"
"50","Misto","1246","RH","3","Superior completo","Medicina","1","644","1","M","99","3","5","Gerente","2","Casado","18200","7999","1","1","Não","11","3","3","80","1","32","2","3","32","5","10","7","Não","1_Training","Sim","0.561411"
"25","Misto","622","Vendas","13","Médio completo","Medicina","1","645","2","M","40","3","1","Vendedor junior","3","Casado","2096","26376","1","1","Não","11","3","3","80","0","7","1","3","7","4","0","6","Não","1_Training","Sim","0.731708"
"34","Misto","254","Engenharia","1","Superior incompleto","Ciências das natureza","1","649","2","M","83","2","1","Engenheiro","4","Casado","3622","22794","1","1","Sim","13","3","4","80","1","6","3","3","6","5","1","3","Não","1_Training","Não","0.609234"
"35","Misto","538","Engenharia","25","Superior incompleto","Outros","1","652","1","M","54","2","2","Tecnico","4","Solteiro","3681","14004","4","1","Não","14","3","4","80","0","9","3","3","3","2","0","2","Não","2_Testing","Sim","0.641051"
"31","Misto","525","Vendas","6","Superior incompleto - cursando","Medicina","1","653","1","M","66","4","2","Vendedo senior","4","Divorciado","5460","6219","4","1","Não","22","4","4","80","2","13","4","4","7","7","5","7","Não","1_Training","Não","0.757049"
"27","Misto","798","Engenharia","6","Superior incompleto - cursando","Medicina","1","655","1","F","66","2","1","Engenheiro","3","Divorciado","2187","5013","0","1","Não","12","3","3","80","2","6","5","2","5","3","0","3","Não","1_Training","Não","0.583527"
"37","Misto","558","Vendas","2","Superior completo","Marketing","1","656","4","M","75","3","2","Vendedo senior","3","Casado","9602","3010","4","1","Sim","11","3","3","80","1","17","3","2","3","0","1","0","Não","1_Training","Sim","0.711696"
"20","Misto","959","Engenharia","1","Superior completo","Ciências das natureza","1","657","4","F","83","2","1","Engenheiro","2","Solteiro","2836","11757","1","1","Não","13","3","4","80","0","1","0","4","1","0","0","0","Não","1_Training","Sim","0.695753"
"42","Misto","622","Engenharia","2","Superior incompleto - cursando","Ciências das natureza","1","659","3","F","81","3","2","Analista","4","Casado","4089","5718","1","1","Não","13","3","2","80","2","10","4","3","10","2","2","2","Não","1_Training","Não","0.843706"
"43","Misto","782","Engenharia","6","Superior incompleto - cursando","Outros","1","661","2","M","50","2","4","Diretor","4","Divorciado","16627","2671","4","1","Sim","14","3","3","80","1","21","3","2","1","0","0","0","Não","1_Training","Não","0.863132"
"38","Cliente","362","Engenharia","1","Médio completo","Ciências das natureza","1","662","3","F","43","3","1","Engenheiro","1","Solteiro","2619","14561","3","1","Não","17","3","4","80","0","8","3","2","0","0","0","0","Não","1_Training","Sim","0.760642"
"43","Misto","1001","Engenharia","9","Pós-gradução","Medicina","1","663","4","M","72","3","2","Tecnico","3","Divorciado","5679","19627","3","1","Sim","13","3","2","80","1","10","3","3","8","7","4","7","Não","2_Testing","Não","0.704748"
"48","Misto","1236","Engenharia","1","Superior incompleto - cursando","Ciências das natureza","1","664","4","F","40","2","4","Gerente","1","Casado","15402","17997","7","1","Não","11","3","1","80","1","21","3","1","3","2","0","2","Não","1_Training","Não","0.817256"
"44","Misto","1112","RH","1","Superior incompleto - cursando","Ciências das natureza","1","665","1","F","50","2","2","Assistente","3","Solteiro","5985","26894","4","1","Não","11","3","2","80","0","10","1","4","2","2","0","2","Não","2_Testing","Não","0.599895"
"34","Misto","204","Vendas","14","Superior completo","Faculdade Técnica","1","666","3","F","31","3","1","Vendedor junior","3","Divorciado","2579","2912","1","1","Sim","18","3","4","80","2","8","3","3","8","2","0","6","Não","1_Training","Sim","0.805868"
"21","Misto","1343","Vendas","22","Médio completo","Faculdade Técnica","1","669","3","M","49","3","1","Vendedor junior","3","Solteiro","3447","24444","1","1","Não","11","3","3","80","0","3","2","3","3","2","1","2","Não","1_Training","Sim","0.870339"
"44","Misto","1315","Engenharia","3","Superior incompleto - cursando","Outros","1","671","4","M","35","3","5","Gerente","4","Casado","19513","9358","4","1","Sim","12","3","1","80","1","26","2","4","2","2","0","1","Não","1_Training","Não","0.673405"
"22","Misto","604","Engenharia","6","Médio completo","Medicina","1","675","1","M","69","3","1","Engenheiro","3","Casado","2773","12145","0","1","Não","20","4","4","80","0","3","3","3","2","2","2","2","Não","1_Training","Sim","0.636657"
"33","Misto","1216","Vendas","8","Superior incompleto - cursando","Marketing","1","677","3","M","39","3","2","Vendedo senior","3","Divorciado","7104","20431","0","1","Não","12","3","4","80","0","6","3","3","5","0","1","2","Não","2_Testing","Sim","0.522963"
"32","Cliente","646","Engenharia","9","Superior incompleto - cursando","Ciências das natureza","1","679","1","F","92","3","2","Engenheiro","4","Casado","6322","18089","1","1","Sim","12","3","4","80","1","6","2","2","6","4","0","5","Não","1_Training","Sim","0.612747"
"30","Misto","160","Engenharia","3","Superior completo","Medicina","1","680","3","F","71","3","1","Engenheiro","3","Divorciado","2083","22653","1","1","Não","20","4","3","80","1","1","2","3","1","0","0","0","Não","1_Training","Não","0.680285"
"53","Misto","238","Vendas","1","Médio completo","Medicina","1","682","4","F","34","3","2","Vendedo senior","1","Solteiro","8381","7507","7","1","Não","20","4","4","80","0","18","2","4","14","7","8","10","Não","1_Training","Sim","0.526636"
"34","Misto","1397","Engenharia","1","Pós-gradução","Ciências das natureza","1","683","2","M","42","3","1","Engenheiro","4","Casado","2691","7660","1","1","Não","12","3","4","80","1","10","4","2","10","9","8","8","Não","2_Testing","Não","0.82745"
"26","Misto","991","Engenharia","6","Superior completo","Ciências das natureza","1","686","3","F","71","3","1","Tecnico","4","Casado","2659","17759","1","1","Sim","13","3","3","80","1","3","2","3","3","2","0","2","Não","2_Testing","Sim","0.582263"
"37","Misto","482","Engenharia","3","Superior completo","Outros","1","689","3","M","36","3","3","Supervisor","3","Casado","9434","9606","1","1","Não","15","3","3","80","1","10","2","3","10","7","7","8","Não","1_Training","Não","0.75547"
"29","Misto","1176","Vendas","3","Superior incompleto","Medicina","1","690","2","F","62","3","2","Vendedo senior","3","Casado","5561","3487","1","1","Não","14","3","1","80","1","6","5","2","6","0","1","2","Não","1_Training","Não","0.842887"
"35","Cliente","1017","Engenharia","6","Superior incompleto - cursando","Ciências das natureza","1","691","2","M","82","1","2","Engenheiro","4","Solteiro","6646","19368","1","1","Não","13","3","2","80","0","17","3","3","17","11","11","8","Não","1_Training","Não","0.682952"
"33","Misto","1296","Engenharia","6","Superior completo","Ciências das natureza","1","692","3","M","30","3","2","Analista","4","Divorciado","7725","5335","3","1","Não","23","4","3","80","1","15","2","1","13","11","4","7","Não","1_Training","Não","0.935338"
"54","Misto","397","RH","19","Superior incompleto - cursando","Medicina","1","698","3","M","88","3","3","Assistente","2","Casado","10725","6729","2","1","Não","15","3","3","80","1","16","1","4","9","7","7","1","Não","1_Training","Sim","0.59349"
"36","Misto","913","Engenharia","9","Superior incompleto","Medicina","1","699","2","M","48","2","2","Supervisor","2","Divorciado","8847","13934","2","1","Sim","11","3","3","80","1","13","2","3","3","2","0","2","Não","2_Testing","Não","0.662297"
"27","Escritório","1115","Engenharia","3","Superior incompleto - cursando","Medicina","1","700","1","M","54","2","1","Engenheiro","4","Solteiro","2045","15174","0","1","Não","13","3","4","80","0","5","0","3","4","2","1","1","Não","1_Training","Sim","0.622245"
"35","Misto","727","Engenharia","3","Superior completo","Ciências das natureza","1","704","3","M","41","2","1","Tecnico","3","Casado","1281","16900","1","1","Não","18","3","3","80","2","1","3","3","1","0","0","0","Não","1_Training","Sim","0.547241"
"23","Misto","885","Engenharia","4","Superior completo","Medicina","1","705","1","M","58","4","1","Engenheiro","1","Casado","2819","8544","2","1","Não","16","3","1","80","1","5","3","4","3","2","0","2","Não","1_Training","Não","0.530257"
"25","Misto","810","Vendas","8","Superior completo","Ciências das natureza","1","707","4","M","57","4","2","Vendedo senior","2","Casado","4851","15678","0","1","Não","22","4","3","80","1","4","4","3","3","2","1","2","Não","2_Testing","Não","0.846773"
"38","Cliente","243","Vendas","7","Superior incompleto - cursando","Marketing","1","709","4","F","46","2","2","Vendedo senior","4","Solteiro","4028","7791","0","1","Não","20","4","1","80","0","8","2","3","7","7","0","5","Não","1_Training","Não","0.54474"
"29","Misto","806","Engenharia","1","Superior incompleto - cursando","Ciências das natureza","1","710","2","M","76","1","1","Engenheiro","4","Divorciado","2720","18959","1","1","Não","18","3","4","80","1","10","5","3","10","7","2","8","Não","1_Training","Não","0.781895"
"48","Cliente","817","Vendas","2","Médio completo","Marketing","1","712","2","M","56","4","2","Vendedo senior","2","Casado","8120","18597","3","1","Não","12","3","4","80","0","12","3","3","2","2","2","2","Não","1_Training","Não","0.707196"
"27","Misto","1410","Vendas","3","Médio completo","Medicina","1","714","4","F","71","4","2","Vendedo senior","4","Divorciado","4647","16673","1","1","Sim","20","4","2","80","2","6","3","3","6","5","0","4","Não","1_Training","Não","0.728399"
"37","Misto","1225","Engenharia","10","Superior incompleto","Ciências das natureza","1","715","4","M","80","4","1","Engenheiro","4","Solteiro","4680","15232","3","1","Não","17","3","1","80","0","4","2","3","1","0","0","0","Não","1_Training","Sim","0.50317"
"50","Misto","1207","Engenharia","28","Médio completo","Medicina","1","716","4","M","74","4","1","Tecnico","3","Casado","3221","3297","1","1","Sim","11","3","3","80","3","20","3","3","20","8","3","8","Não","1_Training","Não","0.510166"
"34","Misto","1442","Engenharia","9","Superior completo","Medicina","1","717","4","F","46","2","3","Analista","2","Solteiro","8621","17654","1","1","Não","14","3","2","80","0","9","3","4","8","7","7","7","Não","1_Training","Não","0.566396"
"39","Misto","408","Engenharia","2","Superior incompleto - cursando","Faculdade Técnica","1","721","4","F","80","2","2","Analista","3","Solteiro","4553","20978","1","1","Não","11","3","1","80","0","20","4","3","20","7","11","10","Não","1_Training","Sim","0.519135"
"32","Misto","929","Vendas","10","Superior completo","Marketing","1","722","4","M","55","3","2","Vendedo senior","4","Solteiro","5396","21703","1","1","Não","12","3","4","80","0","10","2","2","10","7","0","8","Não","1_Training","Não","0.503514"
"38","Misto","827","Engenharia","1","Superior incompleto - cursando","Ciências das natureza","1","724","2","F","33","4","2","Analista","4","Solteiro","7625","19383","0","1","Não","13","3","3","80","0","10","4","2","9","7","1","8","Não","1_Training","Não","0.922633"
"27","Misto","608","Engenharia","1","Superior incompleto","Ciências das natureza","1","725","3","F","68","3","3","Supervisor","1","Casado","7412","6009","1","1","Não","11","3","4","80","0","9","3","3","9","7","0","7","Não","1_Training","Não","0.502119"
"32","Misto","1018","Engenharia","3","Superior incompleto","Ciências das natureza","1","727","3","F","39","3","3","Diretor","4","Solteiro","11159","19373","3","1","Não","15","3","4","80","0","10","6","3","7","7","7","7","Não","2_Testing","Não","0.832836"
"47","Cliente","703","Vendas","14","Superior incompleto - cursando","Marketing","1","728","4","M","42","3","2","Vendedo senior","1","Solteiro","4960","11825","2","1","Não","12","3","4","80","0","20","2","3","7","7","1","7","Não","2_Testing","Sim","0.705039"
"40","Misto","580","Vendas","5","Superior incompleto - cursando","Ciências das natureza","1","729","4","M","48","2","3","Vendedo senior","1","Casado","10475","23772","5","1","Sim","21","4","3","80","1","20","2","3","18","13","1","12","Não","2_Testing","Sim","0.526165"
"53","Misto","970","Engenharia","7","Superior completo","Ciências das natureza","1","730","3","M","59","4","4","Diretor","3","Casado","14814","13514","3","1","Não","19","3","3","80","0","32","3","3","5","1","1","3","Não","2_Testing","Não","0.940242"
"41","Misto","427","RH","10","Superior incompleto - cursando","Ciências humanas","1","731","2","M","73","2","5","Gerente","4","Divorciado","19141","8861","3","1","Não","15","3","2","80","3","23","2","2","21","6","12","6","Não","1_Training","Não","0.730063"
"60","Cliente","1179","Vendas","16","Superior incompleto - cursando","Marketing","1","732","1","M","84","3","2","Vendedo senior","1","Solteiro","5405","11924","8","1","Não","14","3","4","80","0","10","1","3","2","2","2","2","Não","1_Training","Sim","0.791667"
"27","Misto","294","Engenharia","10","Superior incompleto","Ciências das natureza","1","733","4","M","32","3","3","Supervisor","1","Divorciado","8793","4809","1","1","Não","21","4","3","80","2","9","4","2","9","7","1","7","Não","1_Training","Não","0.699281"
"41","Misto","314","RH","1","Superior completo","Ciências humanas","1","734","4","M","59","2","5","Gerente","3","Casado","19189","19562","1","1","Não","12","3","2","80","1","22","3","3","22","7","2","10","Não","2_Testing","Não","0.875684"
"50","Escritório","316","Vendas","8","Superior incompleto - cursando","Marketing","1","738","4","M","54","3","1","Vendedor junior","2","Casado","3875","9983","7","1","Não","15","3","4","80","1","4","2","3","2","2","2","2","Não","1_Training","Sim","0.559674"
"36","Misto","427","Engenharia","8","Superior completo","Ciências das natureza","1","742","1","F","63","4","3","Diretor","1","Casado","11713","20335","9","1","Não","14","3","1","80","1","10","2","3","8","7","0","5","Não","1_Training","Não","0.854199"
"38","Escritório","168","Engenharia","1","Superior completo","Ciências das natureza","1","743","3","F","81","3","3","Supervisor","3","Solteiro","7861","15397","4","1","Sim","14","3","4","80","0","10","4","4","1","0","0","0","Não","1_Training","Sim","0.627022"
"44","Cliente","381","Engenharia","24","Superior completo","Medicina","1","744","1","M","49","1","1","Tecnico","3","Solteiro","3708","2104","2","1","Não","14","3","3","80","0","9","5","3","5","2","1","4","Não","1_Training","Sim","0.605637"
"47","Misto","217","Vendas","3","Superior completo","Medicina","1","746","4","F","49","3","4","Vendedo senior","3","Divorciado","13770","10225","9","1","Sim","12","3","4","80","2","28","2","2","22","2","11","13","Não","1_Training","Sim","0.647121"
"30","Misto","501","Vendas","27","Pós-gradução","Marketing","1","747","3","M","99","3","2","Vendedo senior","4","Divorciado","5304","25275","7","1","Não","23","4","4","80","1","10","2","2","8","7","7","7","Não","1_Training","Sim","0.557127"
"29","Cliente","1396","Vendas","10","Superior completo","Ciências das natureza","1","749","3","M","99","3","1","Vendedor junior","3","Solteiro","2642","2755","1","1","Não","11","3","3","80","0","1","6","3","1","0","0","0","Não","1_Training","Sim","0.875674"
